,순위,종목코드,종목명,주식종류,시장구분,주당배당금,시가배당율,액면가배당율,액면가,결산월
288,289,058430,포스코강판,보통주,유가증권시장,500,2.90,10.00,"5,000",12
289,305,264900,크라운제과(신설),보통주,유가증권시장,250,2.81,125.00,200,12
290,306,214370,케어젠,보통주,코스닥시장,"2,000",2.80,400.00,500,12
291,307,003800,에이스침대,보통주,코스닥시장,"1,100",2.80,110.00,"1,000",12
292,308,023530,롯데쇼핑,보통주,유가증권시장,"2,800",2.80,56.00,"5,000",12
293,309,004365,세방1우,우선주,유가증권시장,195,2.80,39.00,500,12
294,310,03473K,SK1우,우선주,유가증권시장,"7,050",2.80,"3,525.00",200,12
295,311,052330,코텍,보통주,코스닥시장,250,2.80,50.00,500,12
296,312,005500,삼진제약,보통주,유가증권시장,800,2.80,80.00,"1,000",12
297,313,004000,롯데정밀화학,보통주,유가증권시장,"1,500",2.80,30.00,"5,000",12
298,314,105630,한세실업,보통주,유가증권시장,500,2.80,100.00,500,12
299,315,084695,대상홀딩스1우,우선주,유가증권시장,230,2.80,23.00,"1,000",12
300,301,044450,케이에스에스해운,보통주,유가증권시장,300,2.87,60.00,500,12
301,302,307930,컴퍼니케이파트너스,보통주,코스닥시장,190,2.87,38.00,500,12
302,303,005725,넥센1우,우선주,유가증권시장,90,2.82,18.00,500,12
303,304,043650,국순당,보통주,코스닥시장,160,2.82,32.00,500,12
304,320,000500,가온전선,보통주,유가증권시장,600,2.74,12.00,"5,000",12
305,321,054540,삼영엠텍,보통주,코스닥시장,150,2.73,30.00,500,12
306,322,005010,휴스틸,보통주,유가증권시장,200,2.70,4.00,"5,000",12
307,323,290120,대유에이피,보통주,코스닥시장,200,2.70,40.00,500,12
308,324,011370,서한,보통주,코스닥시장,40,2.70,8.00,500,12
309,325,072710,농심홀딩스,보통주,유가증권시장,"2,000",2.70,40.00,"5,000",12
310,326,032080,아즈텍더블유비이,보통주,코스닥시장,50,2.70,10.00,500,12
311,327,051915,LG화학1우,우선주,유가증권시장,"10,050",2.70,201.00,"5,000",12
312,328,057050,현대홈쇼핑,보통주,유가증권시장,"2,200",2.70,44.00,"5,000",12
313,329,006060,화승인더스트리,보통주,유가증권시장,188,2.70,37.60,500,12
314,330,001680,대상,보통주,유가증권시장,700,2.70,70.00,"1,000",12
315,316,005500,삼진제약,보통주,유가증권시장,800,2.80,80.00,"1,000",12
316,317,004000,롯데정밀화학,보통주,유가증권시장,"1,500",2.80,30.00,"5,000",12
317,318,105630,한세실업,보통주,유가증권시장,500,2.80,100.00,500,12
318,319,084695,대상홀딩스1우,우선주,유가증권시장,230,2.80,23.00,"1,000",12
319,335,005680,삼영전자공업,보통주,유가증권시장,250,2.65,50.00,500,12
320,336,357250,미래에셋맵스제1호위탁관리부동산투자회사,보통주,유가증권시장,132,2.65,13.20,"1,000",11
321,337,000430,대원강업,보통주,유가증권시장,100,2.64,20.00,500,12
322,338,109860,동일금속,보통주,코스닥시장,300,2.62,60.00,500,12
323,339,225220,제놀루션,보통주,코스닥시장,700,2.62,140.00,500,12
324,340,023810,인팩,보통주,유가증권시장,150,2.60,30.00,500,12
325,341,034950,한국기업평가,보통주,코스닥시장,"2,907",2.60,58.14,"5,000",12
326,342,002200,한국수출포장공업,보통주,유가증권시장,600,2.60,12.00,"5,000",12
327,343,353200,대덕전자,보통주,유가증권시장,300,2.60,60.00,500,12
328,344,007070,지에스리테일,보통주,유가증권시장,900,2.60,90.00,"1,000",12
329,345,000140,하이트진로홀딩스,보통주,유가증권시장,400,2.60,8.00,"5,000",12
330,331,057050,현대홈쇼핑,보통주,유가증권시장,"2,200",2.70,44.00,"5,000",12
331,332,006060,화승인더스트리,보통주,유가증권시장,188,2.70,37.60,500,12
332,333,001680,대상,보통주,유가증권시장,700,2.70,70.00,"1,000",12
333,349,034950,한국기업평가,보통주,코스닥시장,"2,907",2.60,58.14,"5,000",12
334,350,002200,한국수출포장공업,보통주,유가증권시장,600,2.60,12.00,"5,000",12
335,351,353200,대덕전자,보통주,유가증권시장,300,2.60,60.00,500,12
336,352,007070,지에스리테일,보통주,유가증권시장,900,2.60,90.00,"1,000",12
337,353,000140,하이트진로홀딩스,보통주,유가증권시장,400,2.60,8.00,"5,000",12
338,354,350520,이지스레지던스위탁관리부동산투자회사,보통주,유가증권시장,130,2.58,13.00,"1,000",12
339,355,000880,한화,보통주,유가증권시장,700,2.57,14.00,"5,000",12
340,356,009415,태영건설1우,우선주,유가증권시장,330,2.56,66.00,500,12
341,357,015230,대창단조,보통주,유가증권시장,180,2.55,18.00,"1,000",12
342,358,000325,노루홀딩스1우,우선주,유가증권시장,455,2.55,91.00,500,12
343,359,031980,피에스케이홀딩스,보통주,코스닥시장,200,2.52,40.00,500,12
344,360,008870,금비,보통주,유가증권시장,"1,300",2.50,26.00,"5,000",09
345,346,007680,대원,보통주,코스닥시장,250,2.60,50.00,500,12
346,347,053050,지에스이,보통주,코스닥시장,40,2.60,8.00,500,12
347,348,131180,딜리,보통주,코스닥시장,40,2.60,40.00,100,12
348,349,034950,한국기업평가,보통주,코스닥시장,"2,907",2.60,58.14,"5,000",12
349,365,001740,SK네트웍스,보통주,유가증권시장,120,2.50,4.80,"2,500",12
350,366,019680,대교,보통주,유가증권시장,100,2.50,20.00,500,12
351,367,006880,신송홀딩스,보통주,유가증권시장,100,2.50,20.00,500,12
352,368,005820,원림,보통주,유가증권시장,500,2.50,10.00,"5,000",12
353,369,000215,디엘1우,우선주,유가증권시장,"1,350",2.50,27.00,"5,000",12
354,370,037460,삼지전자,보통주,코스닥시장,300,2.50,60.00,500,12
355,371,056190,에스에프에이,보통주,코스닥시장,950,2.50,190.00,500,12
356,372,085620,미래에셋생명보험,보통주,유가증권시장,100,2.50,2.00,"5,000",12
357,373,108320,LX세미콘,보통주,코스닥시장,"1,350",2.50,270.00,500,12
358,374,009160,심팩,보통주,유가증권시장,60,2.50,12.00,500,12
359,375,008730,율촌화학,보통주,유가증권시장,500,2.50,100.00,500,12
360,361,277410,인산가,보통주,코스닥시장,50,2.50,50.00,100,12
361,362,066575,LG전자1우,우선주,유가증권시장,"1,250",2.50,25.00,"5,000",12
362,363,120110,코오롱인더스트리,보통주,유가증권시장,"1,000",2.50,20.00,"5,000",12
363,364,005300,롯데칠성음료,보통주,유가증권시장,"2,700",2.50,540.00,500,12
364,380,004960,한신공영,보통주,유가증권시장,400,2.48,8.00,"5,000",12
365,381,039490,키움증권,보통주,유가증권시장,"3,000",2.40,60.00,"5,000",12
366,382,071320,한국지역난방공사,보통주,유가증권시장,965,2.40,19.30,"5,000",12
367,383,075970,동국알앤에스,보통주,코스닥시장,80,2.40,8.00,"1,000",12
368,384,042700,한미반도체,보통주,유가증권시장,400,2.40,200.00,200,12
369,385,294870,에이치디씨현대산업개발,보통주,유가증권시장,600,2.40,12.00,"5,000",12
370,386,26490K,크라운제과(신설)1우,우선주,유가증권시장,252,2.40,126.00,200,12
371,387,089600,나스미디어,보통주,코스닥시장,800,2.40,160.00,500,12
372,388,016740,두올,보통주,유가증권시장,80,2.40,3.20,"2,500",12
373,389,075180,새론오토모티브,보통주,유가증권시장,150,2.40,30.00,500,12
374,390,101530,해태제과식품,보통주,유가증권시장,200,2.40,40.00,500,12
375,376,085620,미래에셋생명보험,보통주,유가증권시장,100,2.50,2.00,"5,000",12
376,377,108320,LX세미콘,보통주,코스닥시장,"1,350",2.50,270.00,500,12
377,378,009160,심팩,보통주,유가증권시장,60,2.50,12.00,500,12
378,379,008730,율촌화학,보통주,유가증권시장,500,2.50,100.00,500,12
379,395,089600,나스미디어,보통주,코스닥시장,800,2.40,160.00,500,12
380,396,016740,두올,보통주,유가증권시장,80,2.40,3.20,"2,500",12
381,397,075180,새론오토모티브,보통주,유가증권시장,150,2.40,30.00,500,12
382,398,101530,해태제과식품,보통주,유가증권시장,200,2.40,40.00,500,12
383,399,005440,현대그린푸드,보통주,유가증권시장,210,2.39,42.00,500,12
384,400,091700,파트론,보통주,코스닥시장,250,2.39,50.00,500,12
385,401,003010,혜인,보통주,유가증권시장,120,2.35,24.00,500,12
386,402,002020,코오롱,보통주,유가증권시장,500,2.31,10.00,"5,000",12
387,403,023590,다우기술,보통주,유가증권시장,500,2.30,100.00,500,12
388,404,012630,에이치디씨,보통주,유가증권시장,250,2.30,5.00,"5,000",12
389,405,039420,케이엘넷,보통주,코스닥시장,60,2.30,12.00,500,12
390,391,075970,동국알앤에스,보통주,코스닥시장,80,2.40,8.00,"1,000",12
391,392,042700,한미반도체,보통주,유가증권시장,400,2.40,200.00,200,12
392,393,294870,에이치디씨현대산업개발,보통주,유가증권시장,600,2.40,12.00,"5,000",12
393,394,26490K,크라운제과(신설)1우,우선주,유가증권시장,252,2.40,126.00,200,12
394,410,001040,씨제이,보통주,유가증권시장,"2,000",2.30,40.00,"5,000",12
395,411,004540,깨끗한나라,보통주,유가증권시장,100,2.30,10.00,"1,000",12
396,412,104460,디와이피엔에프,보통주,코스닥시장,420,2.30,84.00,500,12
397,413,075580,세진중공업,보통주,유가증권시장,150,2.30,30.00,500,12
398,414,015710,코콤,보통주,코스닥시장,155,2.30,31.00,500,12
399,415,005950,이수화학,보통주,유가증권시장,300,2.30,6.00,"5,000",12
400,416,003160,디아이,보통주,유가증권시장,100,2.30,20.00,500,12
401,417,114630,폴라리스우노,보통주,코스닥시장,100,2.30,20.00,500,12
402,418,013570,디와이,보통주,유가증권시장,100,2.30,20.00,500,12
403,419,012630,에이치디씨,보통주,유가증권시장,250,2.30,5.00,"5,000",12
404,420,039420,케이엘넷,보통주,코스닥시장,60,2.30,12.00,500,12
405,406,000850,화천기공,보통주,유가증권시장,750,2.30,15.00,"5,000",12
406,407,143240,사람인에이치알,보통주,코스닥시장,600,2.30,120.00,500,12
407,408,100220,비상교육,보통주,유가증권시장,150,2.30,30.00,500,12
408,409,024120,KB오토시스,보통주,코스닥시장,170,2.30,34.00,500,12
409,425,002030,아세아,보통주,유가증권시장,"2,000",2.26,40.00,"5,000",12
410,426,013580,계룡건설산업,보통주,유가증권시장,600,2.24,12.00,"5,000",12
411,427,008470,부스타,보통주,코스닥시장,120,2.23,24.00,500,12
412,428,049430,코메론,보통주,코스닥시장,200,2.23,40.00,500,12
413,429,009180,한솔로지스틱스,보통주,유가증권시장,50,2.23,10.00,500,12
414,430,000910,유니온,보통주,유가증권시장,125,2.20,25.00,500,12
415,431,021320,케이씨씨건설,보통주,코스닥시장,180,2.20,3.60,"5,000",12
416,432,011700,한신기계공업,보통주,유가증권시장,35,2.20,7.00,500,12
417,433,005710,대원산업,보통주,코스닥시장,125,2.20,25.00,500,12
418,434,111110,호전실업,보통주,유가증권시장,200,2.20,40.00,500,12
419,435,007690,국도화학,보통주,유가증권시장,"1,200",2.20,24.00,"5,000",12
420,421,039420,케이엘넷,보통주,코스닥시장,60,2.30,12.00,500,12
421,422,037710,광주신세계,보통주,유가증권시장,"3,500",2.28,70.00,"5,000",12
422,423,024950,삼천리자전거,보통주,코스닥시장,200,2.28,40.00,500,12
423,424,044340,위닉스,보통주,코스닥시장,500,2.26,100.00,500,12
424,440,067730,로지시스,보통주,코스닥시장,100,2.20,20.00,500,12
425,441,043370,피에이치에이,보통주,코스닥시장,180,2.20,36.00,500,12
426,442,023460,씨앤에이치,보통주,코스닥시장,50,2.20,2.00,"2,500",12
427,443,054090,삼진엘앤디,보통주,코스닥시장,75,2.20,15.00,500,12
428,444,021320,케이씨씨건설,보통주,코스닥시장,180,2.20,3.60,"5,000",12
429,445,011700,한신기계공업,보통주,유가증권시장,35,2.20,7.00,500,12
430,446,005710,대원산업,보통주,코스닥시장,125,2.20,25.00,500,12
431,447,111110,호전실업,보통주,유가증권시장,200,2.20,40.00,500,12
432,448,007690,국도화학,보통주,유가증권시장,"1,200",2.20,24.00,"5,000",12
433,449,012450,한화에어로스페이스,보통주,유가증권시장,600,2.15,12.00,"5,000",12
434,450,002290,삼일기업공사,보통주,코스닥시장,100,2.10,20.00,500,12
435,436,066670,디스플레이테크,보통주,코스닥시장,80,2.20,16.00,500,12
436,437,136540,윈스,보통주,코스닥시장,400,2.20,80.00,500,12
437,438,037070,파세코,보통주,코스닥시장,300,2.20,60.00,500,12
438,439,027410,비지에프,보통주,유가증권시장,110,2.20,11.00,"1,000",12
439,455,008250,이건산업,보통주,유가증권시장,200,2.10,4.00,"5,000",12
440,456,145990,삼양사,보통주,유가증권시장,"1,250",2.10,25.00,"5,000",12
441,457,002100,경농,보통주,유가증권시장,250,2.10,50.00,500,12
442,458,016090,대현,보통주,유가증권시장,40,2.10,8.00,500,12
443,459,090355,노루페인트1우,우선주,유가증권시장,280,2.10,56.00,500,12
444,460,024060,흥구석유,보통주,코스닥시장,150,2.10,150.00,100,12
445,461,014790,한라,보통주,유가증권시장,100,2.10,2.00,"5,000",12
446,462,130580,나이스디앤비,보통주,코스닥시장,200,2.10,40.00,500,12
447,463,126560,현대퓨처넷,보통주,유가증권시장,80,2.10,16.00,500,12
448,464,121440,골프존뉴딘홀딩스,보통주,코스닥시장,117,2.10,23.40,500,12
449,465,006800,미래에셋증권,보통주,유가증권시장,200,2.10,4.00,"5,000",12
450,451,026960,동서,보통주,유가증권시장,700,2.10,140.00,500,12
451,452,001940,KISCO홀딩스,보통주,유가증권시장,300,2.10,30.00,"1,000",12
452,453,195870,해성디에스,보통주,유가증권시장,450,2.10,9.00,"5,000",12
453,454,033920,무학,보통주,유가증권시장,150,2.10,75.00,200,12
454,470,049960,쎌바이오텍,보통주,코스닥시장,450,2.07,90.00,500,12
455,471,01781K,풀무원1우,우선주,기타비상장,347,2.05,69.40,500,12
456,472,293580,나우아이비캐피탈,보통주,코스닥시장,150,2.05,3.00,"5,000",12
457,473,036670,케이씨아이,보통주,코스닥시장,200,2.02,40.00,500,12
458,474,293480,하나제약,보통주,유가증권시장,510,2.00,102.00,500,12
459,475,119860,다나와,보통주,코스닥시장,600,2.00,120.00,500,12
460,476,093520,매커스,보통주,코스닥시장,100,2.00,20.00,500,12
461,477,067570,엔브이에이치코리아,보통주,코스닥시장,75,2.00,15.00,500,12
462,478,035150,백산,보통주,유가증권시장,100,2.00,20.00,500,12
463,479,014440,영보화학,보통주,유가증권시장,75,2.00,15.00,500,12
464,480,006260,LS,보통주,유가증권시장,"1,450",2.00,29.00,"5,000",12
465,466,006800,미래에셋증권,보통주,유가증권시장,200,2.10,4.00,"5,000",12
466,467,004980,성신양회,보통주,유가증권시장,150,2.09,3.00,"5,000",12
467,468,011500,한농화성,보통주,유가증권시장,180,2.07,36.00,500,12
468,469,003070,코오롱글로벌,보통주,유가증권시장,400,2.07,8.00,"5,000",12
469,485,035510,신세계아이앤씨,보통주,유가증권시장,"2,500",2.00,50.00,"5,000",12
470,486,214180,민앤지,보통주,코스닥시장,340,2.00,68.00,500,12
471,487,119860,다나와,보통주,코스닥시장,600,2.00,120.00,500,12
472,488,093520,매커스,보통주,코스닥시장,100,2.00,20.00,500,12
473,489,067570,엔브이에이치코리아,보통주,코스닥시장,75,2.00,15.00,500,12
474,490,035150,백산,보통주,유가증권시장,100,2.00,20.00,500,12
475,491,014440,영보화학,보통주,유가증권시장,75,2.00,15.00,500,12
476,492,006260,LS,보통주,유가증권시장,"1,450",2.00,29.00,"5,000",12
477,493,010780,아이에스동서,보통주,유가증권시장,"1,000",1.99,200.00,500,12
478,494,002170,삼양통상,보통주,유가증권시장,"1,250",1.99,25.00,"5,000",12
479,495,049770,동원에프앤비,보통주,유가증권시장,"3,500",1.97,70.00,"5,000",12
480,481,014825,동원시스템즈1우,우선주,유가증권시장,650,2.00,13.00,"5,000",12
481,482,178920,피아이첨단소재,보통주,코스닥시장,711,2.00,142.20,500,12
482,483,064820,케이프,보통주,코스닥시장,100,2.00,20.00,500,12
483,484,040910,아이씨디,보통주,코스닥시장,350,2.00,70.00,500,12
484,500,001430,세아베스틸,보통주,유가증권시장,200,1.91,4.00,"5,000",12
485,501,006125,에스케이디스커버리1우,우선주,유가증권시장,"1,050",1.90,21.00,"5,000",12
486,502,002310,아세아제지,보통주,유가증권시장,700,1.90,14.00,"5,000",12
487,503,210540,디와이파워,보통주,유가증권시장,220,1.90,44.00,500,12
488,504,103590,일진전기,보통주,유가증권시장,60,1.90,6.00,"1,000",12
489,505,038500,삼표시멘트,보통주,코스닥시장,75,1.90,15.00,500,12
490,506,000670,영풍,보통주,유가증권시장,"10,000",1.90,200.00,"5,000",12
491,507,053080,원방테크,보통주,코스닥시장,930,1.90,186.00,500,12
492,508,263600,덕우전자,보통주,코스닥시장,140,1.90,28.00,500,12
493,509,049800,우진플라임,보통주,유가증권시장,100,1.90,20.00,500,12
494,510,015350,부산도시가스,보통주,유가증권시장,"1,000",1.90,20.00,"5,000",12
495,496,032190,다우데이타,보통주,코스닥시장,250,1.97,50.00,500,12
496,497,008260,엔아이스틸,보통주,유가증권시장,50,1.97,10.00,500,12
497,498,054050,농업회사법인농우바이오,보통주,코스닥시장,200,1.95,40.00,500,12
498,514,000670,영풍,보통주,유가증권시장,"10,000",1.90,200.00,"5,000",12
499,515,053080,원방테크,보통주,코스닥시장,930,1.90,186.00,500,12
500,516,263600,덕우전자,보통주,코스닥시장,140,1.90,28.00,500,12
501,517,049800,우진플라임,보통주,유가증권시장,100,1.90,20.00,500,12
502,518,015350,부산도시가스,보통주,유가증권시장,"1,000",1.90,20.00,"5,000",12
503,519,053270,구영테크,보통주,코스닥시장,30,1.87,6.00,500,12
504,520,088130,동아엘텍,보통주,코스닥시장,150,1.87,30.00,500,12
505,521,001880,디엘건설,보통주,유가증권시장,550,1.87,11.00,"5,000",12
506,522,003200,일신방직,보통주,유가증권시장,"1,500",1.86,30.00,"5,000",12
507,523,005720,넥센,보통주,유가증권시장,85,1.85,17.00,500,12
508,524,192440,슈피겐코리아,보통주,코스닥시장,"1,200",1.85,240.00,500,12
509,525,066620,국보디자인,보통주,코스닥시장,320,1.84,64.00,500,12
510,511,210540,디와이파워,보통주,유가증권시장,220,1.90,44.00,500,12
511,512,103590,일진전기,보통주,유가증권시장,60,1.90,6.00,"1,000",12
512,513,038500,삼표시멘트,보통주,코스닥시장,75,1.90,15.00,500,12
513,514,000670,영풍,보통주,유가증권시장,"10,000",1.90,200.00,"5,000",12
514,530,010050,우리종합금융,보통주,유가증권시장,10,1.80,2.00,500,12
515,531,00499K,롯데지주1우,우선주,유가증권시장,"1,050",1.80,525.00,200,12
516,532,160980,싸이맥스,보통주,코스닥시장,350,1.80,70.00,500,12
517,533,037760,쎄니트,보통주,코스닥시장,30,1.80,6.00,500,12
518,534,032750,삼진,보통주,코스닥시장,200,1.80,40.00,500,12
519,535,241790,오션브릿지,보통주,코스닥시장,320,1.80,64.00,500,12
520,536,009200,무림페이퍼,보통주,유가증권시장,50,1.80,2.00,"2,500",12
521,537,151860,케이지이티에스,보통주,코스닥시장,110,1.80,22.00,500,12
522,538,015860,일진홀딩스,보통주,유가증권시장,100,1.80,10.00,"1,000",12
523,539,003610,방림,보통주,유가증권시장,35,1.80,7.00,500,09
524,540,286940,롯데정보통신,보통주,유가증권시장,700,1.80,14.00,"5,000",12
525,526,264850,이랜시스,보통주,코스닥시장,40,1.81,40.00,100,12
526,527,094970,제이엠티,보통주,코스닥시장,50,1.80,10.00,500,12
527,528,002240,고려제강,보통주,유가증권시장,300,1.80,30.00,"1,000",12
528,529,268280,미원스페셜티케미칼(신설),보통주,유가증권시장,"1,700",1.80,340.00,500,12
529,545,003610,방림,보통주,유가증권시장,35,1.80,7.00,500,09
530,546,286940,롯데정보통신,보통주,유가증권시장,700,1.80,14.00,"5,000",12
531,547,016580,환인제약,보통주,유가증권시장,300,1.78,60.00,500,12
532,548,004985,성신양회1우,우선주,유가증권시장,200,1.75,4.00,"5,000",12
533,549,183190,아세아시멘트,보통주,유가증권시장,"1,250",1.73,25.00,"5,000",12
534,550,045520,크린앤사이언스,보통주,코스닥시장,500,1.73,100.00,500,12
535,551,002350,넥센타이어,보통주,유가증권시장,105,1.72,21.00,500,12
536,552,200670,휴메딕스,보통주,코스닥시장,400,1.71,80.00,500,12
537,553,000885,한화1우,우선주,유가증권시장,750,1.71,15.00,"5,000",12
538,554,001540,안국약품,보통주,코스닥시장,220,1.70,44.00,500,12
539,555,001390,케이지케미칼,보통주,유가증권시장,400,1.70,8.00,"5,000",12
540,541,241790,오션브릿지,보통주,코스닥시장,320,1.80,64.00,500,12
541,542,009200,무림페이퍼,보통주,유가증권시장,50,1.80,2.00,"2,500",12
542,543,151860,케이지이티에스,보통주,코스닥시장,110,1.80,22.00,500,12
543,544,015860,일진홀딩스,보통주,유가증권시장,100,1.80,10.00,"1,000",12
544,560,002995,금호건설1우,우선주,유가증권시장,550,1.70,11.00,"5,000",12
545,561,290740,액트로,보통주,코스닥시장,200,1.70,40.00,500,12
546,562,282330,비지에프리테일(신설),보통주,유가증권시장,"2,400",1.70,240.00,"1,000",12
547,563,224810,엄지하우스,보통주,코넥스시장,70,1.70,14.00,500,12
548,564,021240,코웨이주식회사,보통주,유가증권시장,"1,200",1.70,240.00,500,12
549,565,017510,세명전기공업,보통주,코스닥시장,70,1.70,14.00,500,12
550,566,028260,삼성물산,보통주,유가증권시장,"2,300",1.70,"2,300.00",100,12
551,567,019010,베뉴지,보통주,코스닥시장,30,1.70,6.00,500,12
552,568,155650,와이엠씨,보통주,코스닥시장,150,1.70,30.00,500,12
553,569,112040,위메이드,보통주,코스닥시장,600,1.70,120.00,500,12
554,570,001390,케이지케미칼,보통주,유가증권시장,400,1.70,8.00,"5,000",12
555,556,026940,부국철강,보통주,유가증권시장,75,1.70,15.00,500,12
556,557,050860,아세아텍,보통주,코스닥시장,50,1.70,10.00,500,06
557,558,012160,영흥,보통주,유가증권시장,20,1.70,4.00,500,12
558,574,005990,매일홀딩스,보통주,코스닥시장,140,1.67,28.00,500,12
559,575,006840,에이케이홀딩스,보통주,유가증권시장,400,1.63,8.00,"5,000",12
560,576,052690,한국전력기술,보통주,유가증권시장,282,1.62,141.00,200,12
561,577,004090,한국석유공업,보통주,유가증권시장,"1,600",1.60,32.00,500,12
562,578,019210,와이지-원,보통주,코스닥시장,100,1.60,20.00,500,12
563,579,000270,기아,보통주,유가증권시장,"1,000",1.60,20.00,"5,000",12
564,580,122990,와이솔,보통주,코스닥시장,250,1.60,50.00,500,12
565,581,111770,영원무역,보통주,유가증권시장,500,1.60,100.00,500,12
566,582,051905,LG생활건강1우,우선주,유가증권시장,"11,050",1.60,221.00,"5,000",12
567,583,036800,나이스정보통신,보통주,코스닥시장,460,1.60,92.00,500,12
568,584,025820,이구산업,보통주,유가증권시장,30,1.60,6.00,500,12
569,585,054800,아이디스홀딩스,보통주,코스닥시장,200,1.60,40.00,500,12
570,571,112040,위메이드,보통주,코스닥시장,600,1.70,120.00,500,12
571,572,001390,케이지케미칼,보통주,유가증권시장,400,1.70,8.00,"5,000",12
572,573,083500,에프엔에스테크,보통주,코스닥시장,200,1.68,40.00,500,12
573,574,005990,매일홀딩스,보통주,코스닥시장,140,1.67,28.00,500,12
574,590,000225,유유제약1우,우선주,유가증권시장,220,1.60,22.00,"1,000",12
575,591,280360,롯데제과(신설),보통주,유가증권시장,"1,600",1.60,320.00,500,12
576,592,056700,신화인터텍,보통주,코스닥시장,50,1.60,10.00,500,12
577,593,019210,와이지-원,보통주,코스닥시장,100,1.60,20.00,500,12
578,594,000270,기아,보통주,유가증권시장,"1,000",1.60,20.00,"5,000",12
579,595,122990,와이솔,보통주,코스닥시장,250,1.60,50.00,500,12
580,596,111770,영원무역,보통주,유가증권시장,500,1.60,100.00,500,12
581,597,051905,LG생활건강1우,우선주,유가증권시장,"11,050",1.60,221.00,"5,000",12
582,598,036800,나이스정보통신,보통주,코스닥시장,460,1.60,92.00,500,12
583,599,025820,이구산업,보통주,유가증권시장,30,1.60,6.00,500,12
