년도,출자분야,운용사,조합명,만기일,금액,약정액
2017,청년창업,"(Co-GP)수인베스트먼트캐피탈, 신한캐피탈",신한-수인베스트먼트 청년창업 투자조합,2025-12-25,27500.0,16500.0
2017,4차 산업혁명,네오플럭스,신한-네오플럭스 에너지 신산업 투자조합,2025-12-21,60000.0,28000.0
2017,청년창업,데브시스터즈벤처스,데브-넥시드 청년창업 투자조합 3호,2025-12-21,15000.0,6000.0
2017,지방기업,라이트하우스컴바인인베스트,울산-LH 청년창업투자조합,2025-12-20,12000.0,7000.0
2017,지방기업,대덕벤처파트너스,대전4차산업혁명투자조합,2025-12-20,13000.0,7000.0
2017,스포츠산업육성,센트럴투자파트너스,센트럴스포츠투자조합,2025-12-18,17000.0,10000.0
2017,일반,LB인베스트먼트,LB기술금융펀드1호,2025-12-14,54000.0,5000.0
2017,청년창업,제이엑스파트너스,제이엑스 2호 투자조합,2025-12-12,12500.0,7500.0
2017,재기지원,티에스인베스트먼트,티에스 우리-충남 11호 턴어라운드 투자조합,2025-12-06,78000.0,48000.0
2017,4차 산업혁명,에쓰비인베스트먼트,에쓰비4차산업혁명투자조합,2025-12-05,10000.0,7000.0
2017,재기지원,에스제이투자파트너스,에스제이 뉴챌린지 펀드,2025-11-28,37500.0,30000.0
2017,NEW콘텐츠,케이비인베스트먼트,KB NEW콘텐츠 투자조합,2025-11-21,25000.0,10000.0
2017,일반,송현인베스트먼트,송현 e-신산업 펀드,2025-11-15,93000.0,9000.0
2017,청년창업,인라이트벤처스,인라이트 1호 청년창업펀드,2025-11-13,16200.0,9000.0
2017,디지털콘텐츠 창업초기,이에스인베스터,이에스3호디지털콘텐츠창업초기투자조합,2025-10-16,12000.0,8000.0
2017,스포츠산업 육성,보광창업투자,보광25호 스포츠융복합s2투자조합,2025-09-28,12000.0,7000.0
2017,특허기술사업화,유티씨인베스트먼트,유티씨특허기술사업화투자조합,2025-09-25,15000.0,10000.0
2017,청년창업,쿨리지코너인베스트먼트,CCVC-광주 청년창업펀드,2025-09-18,10000.0,6000.0
2017,일반,한국투자파트너스 ,한국투자 Industry 4.0 벤처펀드,2025-09-13,71000.0,1000.0
2017,여성,디티앤인베스트먼트,DTNI-소프트산업육성 투자조합,2025-09-11,15000.0,10000.0
2017,고급기술인력창업,코메스인베스트먼트,코메스 2017-1 스타트업 그린투자조합,2025-09-11,14500.0,8500.0
2017,해외진출,네오플럭스,경기-네오플럭스 슈퍼맨투자조합,2025-09-05,34000.0,12000.0
2017,고급기술인력창업,케이런벤처스,케이런 3호 하이엑스퍼트 투자조합,2025-09-05,15000.0,9000.0
2017,고급기술인력창업,포스코기술투자,포스코 고급기술인력 창업펀드,2025-09-05,25200.0,12000.0
2017,청년창업,에버그린투자파트너스,에버그린투자파트너스 2호 펀드,2025-09-05,20000.0,12000.0
2017,청년창업,세종벤처파트너스,세종 글로벌 청년창업 벤처펀드 2호,2025-09-04,10000.0,6000.0
2017,청년창업,패스파인더에이치,패스파인더 청년창업 투자조합,2025-09-03,15000.0,9000.0
2017,스몰 M&A 매칭,린드먼아시아인베스트먼트,린드먼아시아투자조합12호,2025-08-31,40000.0,20000.0
2017,마이크로VC,심본투자파트너스,심본투자파트너스 1호 투자조합,2025-08-24,17500.0,10500.0
2017,일반,지유투자,지유반도체성장투자조합,2025-08-23,27300.0,500.0
2017,대학창업,연세대학교기술지주,YUTH 대학창업기업 개인투자조합,2025-08-20,3000.0,2250.0
2017,고급기술인력창업,제이엑스파트너스,제이엑스 1호 투자조합,2025-08-13,12500.0,7500.0
2017,고급기술인력창업,세마트랜스링크인베스트먼트,SETI고급기술창업초기투자조합,2025-07-31,18700.0,10500.0
2017,고급기술인력창업,인터밸류파트너스,인터밸류 고급기술인력창업 1호 투자조합,2025-07-11,12500.0,7500.0
2017,일반,서울투자파트너스,서울투자 성장산업 벤처조합,2025-07-02,50000.0,980.0
2017,청년창업,더웰스인베스트먼트,더웰스인베스트먼트 청년창업투자조합,2025-06-25,10000.0,6000.0
2017,일반,에스엘인베스트먼트 ,SLi 퀀텀 성장 펀드,2025-06-21,96000.0,400.0
2017,마이크로VC,비에이파트너스,비에이피제1호첨단기술투자조합,2025-06-08,14000.0,8400.0
2017,콘텐츠기업 재기지원,이수창업투자,ISU-콘텐츠기업재기지원펀드,2025-05-14,14000.0,10000.0
2017,소액투자전문,레오파트너스 인베스트먼트,레오10호 소액투자전문펀드,2025-03-21,15100.0,10000.0
2017,방송드라마,에쓰비인베스트먼트,에쓰비방송콘텐츠투자조합,2025-01-23,13300.0,7800.0
2017,4차 산업혁명,스마일게이트인베스트먼트,2017KIF-스마일게이트싱귤래리티투자조합,2024-12-28,37100.0,15000.0
2017,4차 산업혁명,케이큐브벤처스,KIF-카카오 우리은행 기술금융투자펀드,2024-12-13,76000.0,13000.0
2017,대학창업,전남대학교기술지주회사,NUC-4 대학창업투자조합,2024-10-22,3850.0,2300.0
2017,콘텐츠기업육성,"(Co-GP)화이인베스트먼트, 아이디벤처스",HUAYI-IDV 글로벌 콘텐츠 투자조합,2024-10-18,42200.0,21100.0
2017,소액투자전문,유니온투자파트너스,유니온슈퍼아이피투자조합,2024-10-16,15600.0,10000.0
2017,특허기술사업화,BSK인베스트먼트,BSK 6호 특허기술 투자조합,2024-10-16,15000.0,10000.0
2017,고급기술인력창업,미래에셋벤처투자,미래에셋 하이테크 프론티어 투자조합,2024-09-18,25000.0,15000.0
2017,일반,"(Co-GP)에스브이인베스트먼트, 허난진언투자유한공사",SV글로벌 바이오·헬스케어펀드2호,2024-06-27,53000.0,750.0
2017,방송드라마,일신창업투자,일신 뉴코리안웨이브 2호 투자조합,2024-01-07,15100.0,9000.0
2017,일반,대덕벤처파트너스,충청권 글로벌기술 투자조합,2023-12-04,15000.0,200.0
2017,세컨더리,송현인베스트먼트,2016 KIF-송현M&A·세컨더리 ICT 투자조합,2023-04-27,30000.0,3000.0
2017,미래환경산업,스마일게이트인베스트먼트,스마일게이트녹색성장1호펀드,2022-12-12,42000.0,20000.0
2017,방송드라마,가이아벤처파트너스,가이아방송콘텐츠투자조합1호,2022-12-12,10320.0,6000.0
2017,일반,쏠레어인베스트먼트,쏠레어 영상투자조합 1호,2022-11-30,7000.0,100.0
2017,세컨더리,"(Co-GP)IBK캐피탈, 케이앤투자파트너스",IBKC-케이앤 세컨더리1호 투자조합 ,2022-09-28,20000.0,2000.0
2017,중저예산영화,이수창업투자,ISU-S&M콘텐츠투자조합 2호,2022-07-18,24000.0,14000.0
2017,중저예산영화,캐피탈원,캐피탈원 중저예산영화전문 투자조합 2호,2022-07-11,24000.0,14000.0
2017,방송드라마,지온인베스트먼트,지온 방송·드라마 콘텐츠 펀드,2022-07-09,12000.0,7200.0
2017,일반,시너지아이비투자,시너지 Value Creative 벤처펀드,2022-06-15,3000.0,100.0
2016,자조합출자,한국벤처투자,해외진출 글로벌 펀드 2호,2026-07-13,170700.0,162000.0
2016,마이크로VC,어니스트벤처스,넥시드-어니스트 제1호 투자조합,2026-06-29,18000.0,12500.0
2016,마이크로VC,캡스톤파트너스,2015 KIF-캡스톤 K-Global IOT 초기투자조합,2026-04-24,32850.0,15000.0
2016,청년창업,플래티넘기술투자,지밸리-플래티넘청년창업펀드,2025-08-03,11100.0,7000.0
2016,조선업 구조개선,"(Co-Gp)현대기술투자, 수림창업투자",현대-수림 챔피언십 투자조합,2025-06-27,50000.0,25000.0
2016,바이오산업육성,프리미어파트너스,프리미어 글로벌 이노베이션 1호 투자조합,2025-06-14,75000.0,30000.0
2016,가상·증강현실(VR·AR),케이큐브벤처스,케이큐브 NEO 펀드,2025-05-23,20000.0,12000.0
2016,일반,이노폴리스파트너스,이노폴리스 공공기술기반 펀드,2025-04-11,50100.0,980.0
2016,일반,플래티넘기술투자,플래티넘-유망산업펀드,2025-03-23,29000.0,500.0
2016,일반,소프트뱅크벤처스,에스비글로벌챔프펀드,2025-03-23,121000.0,1000.0
2016,일반,지앤텍벤처투자,지앤텍3호벤처투자조합,2025-02-02,31000.0,500.0
2016,해외진출,KTB네트워크,KTBN 11호 한중시너지펀드 ,2024-12-28,166000.0,1000.0
2016,콘텐츠 영세기업 및 제작초기,쿨리지코너인베스트먼트,CCVC 시작하는 컨텐츠 펀드,2024-12-28,12000.0,8000.0
2016,CG/VFX 전문,유니온투자파트너스,유니온미래브이에프엑스투자조합,2024-12-27,26000.0,12000.0
2016,지방,케이앤투자파트너스,케이앤 지방상생1호 투자조합,2024-12-27,10000.0,5000.0
2016,고급기술인력창업,씨케이디창업투자,CKD6호 Brain Leaders 벤처투자조합,2024-12-14,15000.0,10000.0
2016,디지털콘텐츠 해외진출,SBI인베스트먼트,SBI 디지털콘텐츠 글로벌 익스페디션 투자조합,2024-12-14,15010.0,9000.0
2016,일반,소프트뱅크벤처스,에스비넥스트미디어이노베이션펀드,2024-12-12,147300.0,500.0
2016,창조관광,에이제이캐피탈파트너스,AJ창조관광제1호투자조합,2024-11-29,20000.0,10000.0
2016,특허기술사업화,아이비케이캐피탈,IBK금융그룹 IP창조투자조합 제2호,2024-10-26,20000.0,10000.0
2016,스포츠산업 육성,유티씨인베스트먼트,유티씨스포츠2호펀드,2024-09-29,17000.0,10000.0
2016,특허기술사업화,마젤란기술투자,MTI IP 상용화펀드,2024-09-29,15000.0,10000.0
2016,융합콘텐츠,포스코기술투자,포스코 문화융합콘텐츠펀드,2024-09-26,30000.0,20000.0
2016,지방,에스제이투자파트너스,전북-효성-에스제이 탄소성장펀드,2024-09-12,20000.0,10000.0
2016,여성,캐피탈원,캐피탈원 여성창조기업투자조합,2024-09-12,14500.0,10000.0
2016,특허관리전문회사,아이디어브릿지파트너스,IBP IP Value 투자조합,2024-09-08,45000.0,34000.0
2016,지방,비케이인베스트먼트,BK 5호 동남권 투자조합,2024-08-24,10000.0,5000.0
2016,차세대 미디어콘텐츠,케이앤투자파트너스,케이앤 디지털콘텐츠1호 투자조합,2024-08-24,10000.0,6000.0
2016,청년창업,씨케이디창업투자,CKD Start-Up 2호 벤처투자조합,2024-07-03,10000.0,7000.0
2016,특허기술가치평가,아이디벤처스,IDV IP 창조성장 투자조합,2024-06-23,15000.0,10000.0
2016,특허기술가치평가,알바트로스인베스트먼트,알바트로스 특허가치 창출펀드,2024-06-20,15000.0,10000.0
2016,청년창업,디티앤인베스트먼트,DTNI-스타트업 창조성장 투자조합,2024-06-20,11500.0,7000.0
2016,청년창업,데브시스터즈벤처스,데브-청년창업 투자조합 2호,2024-06-17,15000.0,9000.0
2016,해외진출,세마트랜스링크인베스트먼트,Translink글로벌파트너쉽투자조합,2024-06-02,32870.0,3000.0
2016,일반,인터베스트,SEMA-인터베스트바이오헬스케어전문투자조합,2024-05-29,51460.0,3000.0
2016,청년창업,미래에셋벤처투자,미래에셋 청년창업 투자조합,2024-05-23,14000.0,9000.0
2016,일반,한국투자파트너스,한국투자 핵심역량 레버리지 펀드,2024-05-19,100000.0,1000.0
2016,마이크로VC,대덕벤처파트너스,충청권 스타트업 액셀러레이팅 투자조합,2024-05-19,18800.0,12500.0
2016,청년창업,코나벤처파트너스,4:33 United-코나 청년창업투자조합,2024-05-18,16000.0,11000.0
2016,일반,에이티넘인베스트먼트,에이티넘뉴패러다임투자조합,2024-05-18,100000.0,1000.0
2016,아시아문화중심도시육성,마그나인베스트먼트,마그나 아시아문화중심도시 육성 펀드,2024-02-20,10000.0,3000.0
2016,세컨더리,네오플럭스,네오플럭스 Market-Frontier 세컨더리펀드,2023-12-27,76000.0,1000.0
2016,콘텐츠가치평가연계,타임와이즈인베스트먼트,KOREA 콘텐츠가치평가투자조합,2023-11-29,20100.0,10000.0
2016,문화 ICT융합,컴퍼니케이파트너스,컴퍼니케이 문화-ICT 융합펀드,2023-10-09,40000.0,19000.0
2016,제작초기,가이아벤처파트너스,가이아문화콘텐츠투자조합,2023-09-27,20420.0,12000.0
2016,일반,에스브이인베스트먼트,SV Gap-Coverage펀드 2호,2023-07-27,68100.0,1000.0
2016,일반,코그니티브인베스트먼트,코그니티브 유망서비스산업 투자조합,2023-03-23,14250.0,250.0
2016,일반,파트너스인베스트먼트,파트너스7호세컨더리투자조합,2023-03-20,50000.0,500.0
2016,일반,에스비아이인베스트먼트,SBI 크로스보더 어드밴티지 펀드,2023-03-16,81000.0,1000.0
2016,조선업 구조개선,"(Co-Gp)KB인베스트먼트, 포스코기술투자",포스코-KB 조선업 투자조합,2022-06-21,40000.0,20000.0
2016,조선업 구조개선,비케이인베스트먼트,BK 6호 조선업 구조개선 투자조합,2022-05-25,50000.0,25000.0
2016,CG 한국영화,미시간벤처캐피탈,미시간글로벌콘텐츠투자조합 6호,2021-12-28,24000.0,14000.0
2016,세컨더리,케이앤투자파트너스,케이앤 세컨더리2호 투자조합,2021-12-13,3000.0,600.0
2016,M&A,스마일게이트인베스트먼트,스마일게이트2016-2KVF,2021-11-22,21300.0,4200.0
2016,CG & 애니메이션,피앤아이인베스트먼트,P&I 문화기술 투자조합,2021-10-16,20100.0,10000.0
2016,일반,디티앤인베스트먼트,성장기업 Venture 투자조합 1호,2021-08-18,11315.0,220.0
2016,세컨더리,"(Co-Gp)아이비케이캐피탈, 메디치인베스트먼트",IBKC-메디치 세컨더리 투자조합,2021-07-19,35000.0,500.0
2016,융합콘텐츠,대성창업투자,IBK-대성 위풍당당 강소콘텐츠 코리아 투자조합,2021-07-14,15000.0,10000.0
2016,세컨더리,미래에셋벤처투자,미래에셋 좋은기업 세컨더리 투자조합 2호,2021-07-12,20000.0,100.0
2016,세컨더리,IMM인베스트먼트,IMM 세컨더리 벤처펀드 제1호,2021-05-30,25300.0,100.0
2015,자조합출자,한국벤처투자,엔젤 모펀드,2035-11-17,41628.9,41200.0
2015,한중문화산업공동발전,티지씨케이파트너스,TGCK 한중문화산업공동발전투자조합,2026-05-30,50000.0,20000.0
2015,엔젤투자매칭,한국벤처투자,대전 엔젤투자매칭펀드,2025-12-28,5000.0,3950.0
2015,청년창업,케이넷투자파트너스,SK-KNET창조경제혁신투자조합,2025-12-17,30000.0,21000.0
2015,엔젤투자매칭,한국벤처투자,전남 엔젤투자매칭펀드,2025-11-19,5000.0,3950.0
2015,엔젤투자매칭,한국벤처투자,충남 엔젤투자매칭펀드,2025-10-26,5000.0,3950.0
2015,자조합출자,한국벤처투자,한국전력 모펀드,2025-08-18,52500.0,30.0
2015,엔젤투자매칭,한국벤처투자,울산 엔젤투자매칭펀드,2025-07-29,5000.0,3950.0
2015,일반,현대기술투자,현대기술투자수소펀드,2025-07-15,16100.0,100.0
2015,엔젤세컨더리,보광창업투자,넥시드-보광 엔젤세컨더리2호펀드,2024-06-20,20000.0,12000.0
2015,LP지분유동화,스마일게이트인베스트먼트,스마일게이트H-세컨더리1호조합,2024-05-25,75000.0,30000.0
2015,특허기술사업화,"유티씨인베스트먼트, 아이디어브릿지파트너스(LLC)",아이디어브릿지파트너스-UTC기술강소기업투자 1호조합,2024-04-24,15000.0,10000.0
2015,엔젤세컨더리,오스트인베스트먼트,오스트 성장기여세컨더리펀드,2024-03-31,10000.0,6000.0
2015,마이크로VC,케이런벤처스,케이런 1호 스타트업 투자조합,2024-03-24,17000.0,12000.0
2015,마이크로VC,에버그린투자파트너스,에버그린투자파트너스 1호 펀드,2024-03-21,15200.0,12000.0
2015,마이크로VC,케이브릿지인베스트먼트,케이브릿지 1호 스타트업 투자조합,2024-03-07,17000.0,12000.0
2015,청년창업,쿨리지코너인베스트먼트,CCVC-부산 청년창업펀드,2024-03-03,10000.0,7000.0
2015,해외진출,LB인베스트먼트,LB글로벌익스팬션투자조합,2024-02-21,81500.0,1000.0
2015,글로벌헬스케어,"KB인베스트먼트, 솔리더스인베스트먼트",KB-솔리더스 글로벌 헬스케어 펀드,2024-01-24,150000.0,30000.0
2015,디지털콘텐츠 산업육성,케이큐브벤처스,카카오 디지털콘텐츠 펀드,2024-01-04,37100.0,3000.0
2015,디지털콘텐츠 산업육성,인터베스트,2015KIF-인터베스트 IT디지털콘텐츠전문투자조합,2023-12-30,46500.0,4500.0
2015,디지털콘텐츠 창업초기,이에스인베스터,이에스에스프리디지털콘텐츠창업초기투자조합,2023-12-22,16300.0,10000.0
2015,일반,이노폴리스파트너스,이노폴리스 2015 제조-loT 투자조합,2023-12-21,31100.0,100.0
2015,유망서비스산업,에이치비인베스트먼트,HB 유망서비스산업투자조합,2023-12-21,34000.0,2000.0
2015,여성,수림창업투자,수림여성창조기업벤처투자조합,2023-12-21,14500.0,10000.0
2015,융합콘텐츠 기획개발,미시간벤처캐피탈,미시간글로벌콘텐츠투자조합5호,2023-12-21,28000.0,7000.0
2015,지방,마그나인베스트먼트,마그나4호 빛가람 펀드,2023-12-02,13000.0,5000.0
2015,창조경제밸리,디티앤인베스트먼트,DTNI-KVIC 판교 창조경제 밸리 투자조합,2023-12-02,22780.0,10000.0
2015,해외진출,린드먼아시아인베스트먼트,린드먼아시아투자조합10호,2023-11-27,75800.0,20000.0
2015,융합콘텐츠 기반기술 활성화,센트럴투자파트너스,센트럴융합콘텐츠기술투자조합,2023-11-22,40000.0,10000.0
2015,특허기술사업화,아이디벤처스,IDV IP Value-Creation 투자조합,2023-11-12,15000.0,10000.0
2015,M&A,티에스인베스트먼트,티에스2015-9 성장전략 M&A 투자조합,2023-10-28,95000.0,4200.0
2015,M&A,에이치비인베스트먼트,에이치비성장지원엠앤에이투자조합,2023-10-27,61500.0,2300.0
2015,청년창업,보광창업투자,보광23호청년창업투자조합,2023-10-15,10000.0,7000.0
2015,지방,세종벤처파트너스,강원-세종 강소기업육성 상생 투자조합,2023-10-11,14475.0,5000.0
2015,일반,"키움인베스트먼트, Brightstar Partners Ltd., UK",한-영 이노베이션펀드 제1호,2023-10-07,41000.0,1000.0
2015,특허기술사업화,BSK인베스트먼트,BSK 4호 특허기술사업화 조합,2023-10-01,10000.0,5000.0
2015,창조관광,에스제이투자파트너스,에스제이-창조관광밸류업벤처조합,2023-09-29,22000.0,13000.0
2015,일반,네오플럭스,네오플럭스 기술가치평가 투자조합,2023-09-23,60000.0,1000.0
2015,청년창업,동훈창업투자,동훈 청년창업펀드,2023-09-21,10000.0,7000.0
2015,청년창업,코나벤처파트너스,넷마블-코나 청년창업투자조합,2023-09-17,20305.0,14200.0
2015,해외진출,아주아이비투자,아주 중소·벤처 해외진출 지원 펀드,2023-08-30,50000.0,20000.0
2015,청년창업,대교인베스트먼트,DKI Growing Star 2호 투자조합,2023-08-24,13000.0,7000.0
2015,일반,엘앤에스벤처캐피탈,엘앤에스 신성장동력 Global Star 투자조합,2023-08-20,52500.0,1000.0
2015,청년창업,BSK인베스트먼트,NAVER-BSK 청년창업 5호 투자조합,2023-08-11,20000.0,9800.0
2015,해외진출,유안타인베스트먼트,KVIC-유안타2015해외진출펀드,2023-07-29,30000.0,12000.0
2015,해외진출,스마일게이트인베스트먼트,스마일게이트화통아진펀드,2023-07-28,58000.0,20000.0
2015,해외진출,"엠벤처투자, Yuanta Asia Investment",글로벌성장지원투자조합,2023-07-23,61000.0,1000.0
2015,해외진출,디에스씨인베스트먼트,글로벌ICT융합펀드,2023-07-19,25000.0,10000.0
2015,스포츠산업 육성,유티씨인베스트먼트,유티씨스포츠1호펀드,2023-07-16,21500.0,10000.0
2015,청년창업,마그나인베스트먼트,마그나3호 Rising Star 펀드,2023-07-14,16000.0,10500.0
2015,청년창업,현대기술투자,현대청년펀드 1호,2023-07-14,20000.0,10500.0
2015,해외진출,미래에셋벤처투자,미래에셋 글로벌 투자조합,2023-07-09,40000.0,16000.0
2015,콘텐츠영세기업,이수창업투자,ISU-위풍당당콘텐츠코리아펀드,2023-07-06,16000.0,10000.0
2015,지방,비케이인베스트먼트,BK 동남권 서비스 전략산업 투자조합,2023-06-29,10000.0,5000.0
2015,특허기술사업화,서울투자파트너스,서울투자 특허벤처 투자조합,2023-06-28,10000.0,5000.0
2015,스포츠산업 육성,보광창업투자,보광22호 스포츠-IT융복합 투자조합,2023-06-17,17000.0,10000.0
2015,지방,엘비인베스트먼트,창조경제바이오펀드,2023-06-01,10110.0,5000.0
2015,청년창업,디에스씨인베스트먼트,KT-DSC창조경제청년창업투자조합,2023-05-18,35000.0,18000.0
2015,디지털콘텐츠 산업육성,코오롱인베스트먼트,코오롱 2015 K-ICT 디지털콘텐츠 투자조합,2023-04-11,20000.0,3000.0
2015,디지털콘텐츠 산업육성,KTB네트워크,KTBN 9호 디지털콘텐츠코리아 투자조합,2023-03-29,30000.0,4500.0
2015,일반,프리미어파트너스,2015 KIF-프리미어 IT 전문투자조합,2023-02-25,40000.0,2000.0
2015,방송콘텐츠,유니온투자파트너스,유니온미디어앤콘텐츠투자조합,2022-12-10,10000.0,6000.0
2015,재무적출자자매칭,피앤아이인베스트먼트,P&I 문화창조투자조합,2022-12-07,15000.0,10000.0
2015,문화 ICT융합,에스브이인베스트먼트,SV 한·중 문화-ICT융합펀드,2022-11-23,46000.0,16000.0
2015,문화 ICT융합,쿨리지코너인베스트먼트,CCVC 문화-ICT 융합 투자조합,2022-11-23,10000.0,4000.0
2015,융합콘텐츠 기획개발,타임와이즈인베스트먼트,KOREA융합콘텐츠투자조합,2022-11-23,14500.0,3000.0
2015,방송영상,레오파트너스인베스트먼트,에스엠씨아이7호위풍당당콘텐츠코리아펀드,2022-10-06,25300.0,15000.0
2015,세컨더리,"아이비케이캐피탈, 에스비아이인베스트먼트",2015 KIF-IBKC/SBI 세컨더리 IT전문투자조합,2022-02-03,70000.0,1000.0
2015,세컨더리,지앤텍벤처투자,지앤텍명장세컨더리투자조합,2022-02-03,53000.0,2000.0
2015,세컨더리,키움인베스트먼트,키움성장15호세컨더리투자조합,2022-02-03,40000.0,2800.0
2015,세컨더리,코오롱인베스트먼트,코오롱 2015 회수시장활성화 투자조합,2022-01-24,31000.0,2100.0
2015,세컨더리,케이앤투자파트너스,케이앤 세컨더리1호 투자조합,2021-04-25,5100.0,100.0
2015,공연예술,키움인베스트먼트,위풍당당콘텐츠코리아-키움문화벤처제2호투자조합,2021-03-27,15500.0,10000.0
2015,세컨더리,"아이비케이캐피탈, 제이앤티인베스트먼트",아이비케이씨-제이앤티세컨더리1호투자조합,2021-01-27,10000.0,190.0
2015,한국영화,유니온투자파트너스,유니온시네마투자조합,2020-10-05,24000.0,14000.0
2014,글로벌콘텐츠,한국투자파트너스,한국투자 글로벌 콘텐츠 투자조합,2025-04-30,96000.0,40000.0
2014,엔젤투자매칭,한국벤처투자,한국 엔젤투자매칭펀드 4호,2025-01-07,32000.0,30000.0
2014,청년창업,케이넷투자파트너스,SK-KNET 청년창업투자조합,2024-12-15,30000.0,18000.0
2014,부품소재,스마일게이트인베스트먼트,스마일게이트 소재부품 투자펀드 2014-3호,2023-11-06,30000.0,1000.0
2014,부품소재,코오롱인베스트먼트,코오롱 소재부품 투자펀드 2014-2호,2023-10-23,43000.0,3000.0
2014,애니/캐릭터,대교인베스트먼트,대교 위풍당당 콘텐츠 코리아 투자조합,2023-09-11,25000.0,15000.0
2014,부품소재,에스엘인베스트먼트,SLi 소재부품 투자펀드 2014-1호,2023-07-15,30000.0,4000.0
2014,디지털콘텐츠 창업초기,쿨리지코너인베스트먼트,CCVC DC 창업초기 투자조합,2023-05-25,10000.0,7000.0
