년도,출자분야,운용사,조합명,만기일,금액,약정액
2014,해외진출,"케이티비프라이빗에쿼티, 뉴레이크 얼라이언스 매니지먼트 ",KTB뉴레이크의료글로벌진출사모투자전문회사,2023-04-28,50000.0,10000.0
2014,해외진출,소프트뱅크벤처스,에스비글로벌스타펀드,2023-03-24,120000.0,30000.0
2014,특허기술사업화,케이비인베스트먼트,KB 지식재산 투자조합,2023-02-09,50000.0,10000.0
2014,사회적기업,쿨리지코너인베스트먼트,CCVC 소셜벤처 투자조합,2023-02-01,4000.0,2500.0
2014,콘텐츠영세기업,지비보스톤창업투자,보스톤 위풍당당콘텐츠코리아 투자조합,2023-01-08,26300.0,15000.0
2014,해외진출,투썬인베스트,투썬그린포인트미텔슈탄트펀드Ⅱ,2022-12-23,5600.0,100.0
2014,해외진출,투썬인베스트,투썬그린포인트미텔슈탄트펀드Ⅰ,2022-12-23,40000.0,16000.0
2014,해외진출,한국투자파트너스,한국투자 글로벌 제약산업 육성 사모투자전문회사,2022-12-22,135000.0,20000.0
2014,디지털콘텐츠 산업육성,스마일게이트인베스트먼트,애니팡미래콘텐츠 투자조합,2022-12-15,30000.0,11000.0
2014,해외진출,에스비아이인베스트먼트,에스비아이 아세안 스프링보드 투자조합,2022-12-11,60000.0,3000.0
2014,해외진출,스틱인베스트먼트,스틱 해외진출 플랫폼 펀드,2022-12-11,80000.0,10000.0
2014,해외진출,엠벤처투자,아세안바이오메디컬 투자조합,2022-12-10,60000.0,1000.0
2014,게임,안강벤처투자,AG위풍당당콘텐츠코리아펀드 1호,2022-12-08,10500.0,5000.0
2014,특허기술사업화,"아이디벤처스, 포스코기술투자",POSCO-IDV 성장사다리 IP펀드,2022-12-04,56000.0,10000.0
2014,디지털콘텐츠 산업육성,아주아이비투자,아주 디지털 콘텐츠 투자조합,2022-11-30,26000.0,11000.0
2014,지방,엘앤에스벤처캐피탈,엘앤에스 7호 동남권 상생 투자조합,2022-11-03,10000.0,5000.0
2014,특허기술사업화,아이디벤처스,IDV U-테크 이노베이션 투자조합,2022-10-31,10000.0,8000.0
2014,청년창업,마젤란기술투자,MTI창조혁신펀드,2022-10-07,15000.0,10000.0
2014,디지털콘텐츠 해외진출,에스비아이인베스트먼트,SBI 글로벌 디지털 콘텐츠 ICT 투자조합,2022-09-22,25300.0,12500.0
2014,청년창업,송현인베스트먼트,송현 청년창업 제1호 투자조합,2022-09-04,24000.0,14000.0
2014,청년창업,컴퍼니케이파트너스,컴퍼니케이 챌린지펀드,2022-09-03,20000.0,12000.0
2014,청년창업,세종벤처파트너스,세종 창조성장 청년창업 벤처펀드 1호,2022-09-03,10000.0,7000.0
2014,청년창업,씨케이디창업투자,CKD Start-Up 1호 벤처투자조합,2022-09-03,14500.0,7000.0
2014,디지털콘텐츠 기술제작,컴퍼니케이파트너스,컴퍼니케이파트너스 디지털콘텐츠코리아펀드,2022-08-31,15000.0,9000.0
2014,turn-around,나우아이비캐피탈,나우턴어라운드성장사다리펀드1호 기업재무안정 사모투자전문회사,2022-08-12,50000.0,3000.0
2014,여성,포스코기술투자,포스코여성전문투자조합,2022-07-31,10000.0,6000.0
2014,특허기술사업화,아이비케이캐피탈,IBK금융그룹 IP창조 투자조합,2022-07-10,30000.0,10000.0
2014,청년창업,동문파트너즈,다음청년창업투자조합,2022-07-03,25300.0,15000.0
2014,한국영화,티지씨케이파트너스,티지씨케이콘텐츠투자조합2호,2022-04-26,17000.0,10000.0
2014,재기지원,큐브벤처파트너스,큐브 바운스백 투자조합,2022-04-16,15000.0,9000.0
2014,제작초기,레오파트너스인베스트먼트,에스엠씨아이6호위풍당당콘텐츠코리아펀드,2022-01-01,21800.0,14000.0
2014,청년창업,마이다스동아인베스트먼트,한컴 드림하이 청년창업 투자조합,2021-08-17,10000.0,6000.0
2014,해외진출,에스브이인베스트먼트,SV 한·중 바이오·헬스케어 펀드,2020-12-23,37400.0,12000.0
2014,재기지원,캡스톤파트너스,2014 KIF-캡스톤 재도전 IT 투자조합,2020-12-17,16920.0,3000.0
2014,세컨더리,대성창업투자,대성 세컨더리 투자조합,2020-10-23,25000.0,2000.0
2014,세컨더리,아주아이비투자,아주 세컨더리플러스 투자조합,2020-10-22,30000.0,3000.0
2014,LP지분유동화,케이투인베스트먼트파트너스,케이투 유동화전문 투자조합,2020-10-15,83000.0,28000.0
2014,세컨더리,아이엠엠인베스트먼트,2014 성장사다리-IMM 벤처펀드,2020-08-10,50000.0,1000.0
2014,세컨더리,엠지인베스트먼트,MGI세컨더리투자조합1호,2020-02-24,14990.0,1000.0
2014,지방,티에스인베스트먼트,티에스2015-8 호남충청 투자조합,2020-02-10,10000.0,5000.0
2013,엔젤투자매칭,한국벤처투자,아산나눔-모태펀드 청년 엔젤투자매칭펀드,2024-01-28,10000.0,8900.0
2013,창업초기,비엔에이치인베스트먼트,성장사다리비엔에이치스타트업투자조합,2024-01-07,21400.0,3000.0
2013,M&A,프리미어파트너스,프리미어 Growth-M&A 투자조합,2023-12-27,165500.0,8000.0
2013,엔젤투자매칭,한국벤처투자,경기 엔젤투자매칭펀드,2023-11-11,5000.0,3950.0
2013,엔젤투자매칭,한국벤처투자,한국 엔젤투자매칭펀드3호,2023-11-11,38000.0,37150.0
2013,자조합출자,한국벤처투자,해외진출 글로벌 펀드 1호,2023-10-03,135405.0,134050.0
2013,일반,케이비인베스트먼트,미래창조 KB 창업지원 투자조합,2022-09-05,40000.0,3000.0
2013,창업초기,캡스톤파트너스,캡스톤 4호 성장사다리 투자조합,2022-03-24,60000.0,2000.0
2013,미래성장,에이티넘인베스트먼트,에이티넘고성장기업투자조합,2022-03-11,203000.0,1000.0
2013,일반,네오플럭스,미래창조 네오플럭스 투자조합,2022-03-05,72000.0,1000.0
2013,미래성장,한국투자파트너스,한국투자 미래성장 벤처펀드 제22호,2022-02-27,163500.0,1000.0
2013,특허기술사업화,알바트로스인베스트먼트,알바트로스 기술사업화 투자조합,2022-02-27,17000.0,10000.0
2013,대외협력,에이치비인베스트먼트,2014 에이치비 벤처투자조합,2022-02-26,44000.0,1000.0
2013,일반,엘비인베스트먼트,미래창조LB선도기업 투자펀드 20호,2022-02-26,115900.0,1000.0
2013,미래성장,아이엠엠인베스트먼트,2014 IMM ICT 벤처펀드,2022-02-25,33500.0,500.0
2013,청년창업,엘앤에스벤처캐피탈,엘앤에스 지디 청년창업 투자조합,2022-02-19,30000.0,18000.0
2013,청년창업,"서울투자파트너스, 한빛인베스트먼트",서울투자-HBIC 청년창업 벤처조합,2022-02-05,10000.0,6000.0
2013,M&A,티에스인베트스먼트,미래창조 티에스 M&A7호 투자조합,2022-01-28,45300.0,12000.0
2013,일반,플래티넘기술투자,플래티넘-큰성장펀드,2022-01-27,25000.0,1000.0
2013,M&A,에스비아이인베스트먼트,미래창조 SBI ASEAN-M&A 투자조합,2022-01-16,50000.0,10000.0
2013,창업초기,소프트뱅크벤처스,미래창조 네이버-에스비 스타트업 투자조합,2022-01-13,27000.0,12500.0
2013,세컨더리,키움인베스트먼트,미래창조 다우키움시너지 M&A 세컨더리 투자조합,2022-01-02,50000.0,10000.0
2013,창업초기,스톤브릿지벤처캐피탈,미래창조 네이버스톤브릿지초기기업 투자조합,2022-01-02,25000.0,12500.0
2013,창업초기,에스엘인베스트먼트,미래창조 SLi Creative Mobile 투자펀드,2021-12-26,10000.0,6000.0
2013,M&A,코오롱인베스트먼트,미래창조 코오롱 M&A 투자조합,2021-12-19,40000.0,8000.0
2013,세컨더리,유큐아이파트너스,미래창조 UQIP투자조합,2021-12-18,30000.0,12000.0
2013,창업초기,지온인베스트먼트,미래창조 지온펀드4호,2021-12-05,30000.0,18000.0
2013,해외진출,아주아이비투자,아주Life Science 해외진출 Platform 펀드,2021-11-28,60000.0,1000.0
2013,사회적기업,포스코기술투자,포스텍 사회적기업펀드,2021-11-26,6000.0,2500.0
2013,글로벌제약,인터베스트,인터베스트글로벌제약펀드,2021-09-27,100000.0,20000.0
2013,창업초기,BSK인베스트먼트,BSK 테크스타3호조합,2021-09-25,20000.0,12000.0
2013,성장사다리,메디치인베스트먼트,메디치 중소-중견 녹색 성장사다리 창업투자조합,2021-09-15,20000.0,8000.0
2013,청년창업,스마일게이트인베스트먼트,스마일게이트청년창업펀드,2021-09-12,30000.0,12000.0
2013,해외진출,한국투자파트너스,한국투자 해외진출 Platform펀드,2021-09-12,80000.0,1000.0
2013,특허기술사업화,아이엠엠인베스트먼트,KoFC-IMM R&D-Biz Creation 2013-2호 투자조합,2021-09-10,53000.0,10000.0
2013,R&D사업화,네오플럭스,KoFC-Neoplux R&D-Biz Creation 2013-1호 투자조합,2021-09-06,50000.0,1000.0
2013,창업초기,엘앤에스벤처캐피탈,엘앤에스6호 Early Stage II 투자조합,2021-09-05,15000.0,9000.0
2013,청년창업,디에스씨인베스트먼트,DSC드림제3호청년창업투자조합,2021-08-22,20000.0,14000.0
2013,성장사다리,송현인베스트먼트,송현 성장사다리 제1호 투자조합,2021-08-18,30000.0,12000.0
2013,창업초기,에스제이투자파트너스,SJ-Incuvest 벤처조합 제1호,2021-08-12,10000.0,6000.0
2013,청년창업,케이큐브벤처스,카카오 청년창업펀드,2021-07-11,30000.0,18000.0
2013,청년창업,보광창업투자,보광20호청년창업투자조합,2021-07-03,15000.0,10500.0
2013,창업초기,에스엘인베스트먼트,SLi Creative Start-up 투자펀드,2021-06-20,15000.0,9000.0
2013,청년창업,서울투자파트너스,서울투자 청년창업 벤처조합,2021-02-23,10000.0,7000.0
2013,창업초기,포스코기술투자,미래창조 포스코 초기기업펀드,2020-12-29,30000.0,18000.0
2013,세컨더리,"솔리더스인베스트먼트, IBK캐피탈",미래창조 IBKC-솔리더스 바이오세컨더리 투자조합,2020-12-26,30000.0,12000.0
2013,공연예술,레오파트너스인베스트먼트,에스엠씨아이문화조합4호,2020-12-15,15500.0,10000.0
2013,제작초기,키움인베스트먼트,키움문화벤처제1호투자조합,2020-12-15,20000.0,14000.0
2013,애니/캐릭터,씨엘인베스트,센트럴애니드림투자조합,2020-09-15,21000.0,12000.0
2013,창업초기,메가인베스트먼트,메가트렌드 스타트업 1호 투자조합,2020-08-27,15000.0,9000.0
2013,세컨더리,에스브이인베스트먼트,2014 SV-성장사다리 Gap Coverage 펀드,2020-02-26,77500.0,1000.0
2013,문화산업,케이티비네트워크,IBK-KTB 문화콘텐츠저작재산권투자조합,2018-09-05,20000.0,12000.0
2013,엔젤세컨더리,미래에셋벤처투자,미래에셋 좋은기업 세컨더리 투자조합,2018-08-04,18000.0,1800.0
2013,엔젤세컨더리,"지앤텍벤처투자, IBK캐피탈",IBKC-지앤텍세컨더리투자조합,2018-07-25,30000.0,3000.0
2012,해외진출,케이티비네트워크,KTB-KORUS 펀드,2022-12-02,8000.0,5000.0
2012,엔젤투자매칭,한국벤처투자,대구 엔젤투자매칭펀드,2022-11-22,5000.0,3950.0
2012,엔젤투자매칭,한국벤처투자,강원 엔젤투자매칭펀드,2022-10-18,3000.0,2370.0
2012,엔젤투자매칭,한국벤처투자,대학 엔젤투자매칭펀드,2022-08-15,21000.0,20000.0
2012,엔젤투자매칭,한국벤처투자,한국 엔젤투자매칭펀드2호,2022-08-15,33000.0,31830.0
2012,엔젤투자매칭,한국벤처투자,광주 엔젤투자매칭펀드,2022-08-02,5000.0,3950.0
2012,엔젤투자매칭,한국벤처투자,부산 엔젤투자매칭펀드,2022-06-20,5000.0,3950.0
2012,엔젤투자매칭,한국벤처투자,경남 엔젤투자매칭펀드,2022-06-04,5000.0,3950.0
2012,특허기술사업화,플래티넘기술투자,플래티넘-특허기술사업화펀드,2022-03-10,10000.0,6000.0
2012,제작초기,타임와이즈인베스트먼트,KOREA 콘텐츠 제작초기 전문투자조합,2022-01-06,22500.0,14000.0
2012,특허기술사업화,대덕인베스트먼트,융합기술투자조합,2021-03-10,11100.0,6000.0
2012,일자리,키움인베스트먼트,키움 고성장 가젤기업펀드,2020-11-27,60000.0,1000.0
2012,특허기술사업화,"대성창업투자, 스마일게이트인베스트먼트",연구개발특구 일자리창출투자펀드,2020-10-24,125000.0,12500.0
2012,창업초기,대교인베스트먼트,DKI Growing star 1호 투자조합,2020-10-10,10000.0,6000.0
2012,사회적기업,미래에셋벤처투자,미래에셋사회적기업투자조합2호,2020-09-05,4000.0,2500.0
2012,창업초기,안강벤처투자,AKGI 청년창업육성투자조합1호,2020-07-26,12000.0,4800.0
2012,인큐베이팅,쿨리지코너인베스트먼트,CCVC 인큐베이팅 투자조합,2020-07-26,14500.0,10000.0
2012,1인창조,유니창업투자,유니1인창조기업투자조합,2020-07-26,5760.0,4000.0
2012,대학,디에스씨인베스트먼트,드림제1호KU-DSC그린투자조합,2020-07-11,10000.0,6000.0
2012,1인창조,마젤란기술투자,MTI창조기업펀드,2020-06-25,10000.0,7000.0
2012,1인창조,캡스톤파트너스 유한회사,캡스톤3호 벤처투자조합,2020-06-15,36000.0,18000.0
2012,해외진출,케이티비네트워크,KTB 해외진출 Platform 펀드,2020-01-28,115000.0,13500.0
2012,바이오,씨케이디창업투자,CKD5호 Korea Double Time 벤처투자조합,2020-01-20,7500.0,3000.0
2012,대학,BSK인베스트먼트,BSK-에스엔유 포텐셜2호조합,2019-07-26,10000.0,6000.0
2012,문화산업,대성창업투자,IBK-대성 문화콘텐츠 강소기업 투자조합,2018-01-27,20000.0,10800.0
2012,엔젤세컨더리,티에스인베스트먼트,티에스 2012-5 세컨더리 투자조합,2017-11-04,30000.0,10000.0
2012,한국영화,캐피탈원,캐피탈원 한국영화르네상스 투자조합,2017-10-10,10000.0,5000.0
2012,공연예술,지온인베스트먼트,지온-SMCI콘텐츠펀드,2017-08-25,20000.0,12000.0
2011,엔젤투자매칭,한국벤처투자,한국 엔젤투자매칭펀드 1호,2021-12-04,10000.0,9000.0
2011,자조합출자,한국벤처투자,KoFC-KVIC 일자리창출펀드 2호,2020-10-11,107000.0,5000.0
2011,해외진출,한국투자파트너스,한국투자 글로벌프론티어펀드 제20호,2020-01-25,104800.0,1000.0
2011,신성장,LB인베스트먼트,KoFC LB Pioneer Champ 2011-4호투자조합,2019-12-27,71600.0,5000.0
2011,해외진출,스틱인베스트먼트,스틱팬아시아테크놀로지펀드,2019-12-20,138500.0,7000.0
2011,해외진출,소프트뱅크벤처스,에스비팬아시아펀드,2019-12-15,87500.0,3500.0
2011,해외진출,에이티넘인베스트먼트,에이티넘팬아시아조합,2019-12-14,105720.0,5000.0
2011,인큐베이팅,투썬인베스트,투썬큐엠1호조합,2019-11-21,20000.0,14000.0
2011,해외진출,린드먼아시아인베스트먼트,린드먼팬아시아신성장투자조합,2019-10-27,100000.0,5000.0
2011,일반,엠벤처투자,"MaC Fund, L.P",2019-07-09,37619.4,14276.81967
2011,글로벌콘텐츠,소빅창업투자,유니온글로벌콘텐츠투자조합,2018-11-27,123640.0,40000.0
2011,문화산업,타임와이즈인베스트먼트,TW14호문화콘텐츠투자조합,2018-11-13,20000.0,8000.0
2011,특허기술사업화,티에스인베스트먼트,티에스 2011-4 특허기술사업화투자조합,2018-11-13,16600.0,10000.0
2011,CG/3D,보광창업투자,보광18호 콘텐츠 투자조합,2018-11-08,8312.5,5000.0
2011,게임,지온인베스트먼트,지온콘텐츠펀드2호,2018-10-26,14000.0,7000.0
2011,특허기술사업화,이노폴리스파트너스,2011 KIF-이노폴리스 IT전문투자조합,2018-10-11,30000.0,10000.0
2011,문화산업,대성창업투자,대성 CT 투자조합,2018-07-17,19500.0,8000.0
2011,창업초기,마이벤처파트너스,마이벤처초기기업투자조합,2018-07-07,10000.0,6000.0
2011,창업초기,우리기술투자,우리초기투자조합12호,2018-07-03,10000.0,6000.0
2011,사회적기업,미래에셋벤처투자,미래에셋사회적기업투자조합,2018-06-21,4200.0,2500.0
2011,제작초기,미시간벤처캐피탈,미시간글로벌컨텐츠투자조합4호,2018-06-16,10000.0,7000.0
2011,신성장,코오롱인베스트먼트,코오롱2011신성장투자조합,2018-06-07,20000.0,8000.0
2011,창업초기,서울투자파트너스,서울투자 초기&녹색벤처조합,2018-05-29,16000.0,6000.0
2011,해외진출,인터베스트,한싱하이테크투자조합Ⅲ,2016-12-20,110000.0,4500.0
2011,드라마,일신창업투자,일신 뉴코리안웨이브 투자조합,2016-06-08,30500.0,15000.0
2011,중저예산영화,캐피탈원,캐피탈원 중저예산영화전문 투자조합,2016-06-02,12000.0,6000.0
2010,자조합출자,한국벤처투자,KoFC-KVIC 일자리창출펀드,2019-06-22,120000.0,10000.0
2010,특허기술사업화,산은캐피탈,KDBC특허사업화투자조합2호,2019-01-20,30000.0,10000.0
2010,일반,한국투자파트너스,한국투자그로스캐피탈펀드제17호,2019-01-18,75000.0,750.0
2010,일반,LB인베스트먼트,LB크로스보더펀드Ⅱ,2019-01-17,71500.0,700.0
2010,신성장,아주아이비투자,AJUIB-Advanced Materials전문투자조합,2018-08-02,40000.0,10000.0
2010,부품소재,LB인베스트먼트,KoFC LB Pioneer Champ 2010-10호투자조합,2018-07-09,33000.0,300.0
2010,창업초기,아이엠엠인베스트먼트,아이엠엠그린테크펀드,2018-06-29,10000.0,7000.0
2010,신성장,바이넥스트창업투자,KoFC-대성 Pioneer Champ2010-2호벤처투자조합,2018-06-29,40000.0,10000.0
2010,CG/3D,이수창업투자,ISU-르네상스콘텐츠투자조합,2018-01-30,15000.0,7500.0
2010,방송통신,미시간벤처캐피탈,미시간방송컨텐츠전문투자조합,2018-01-26,10000.0,5000.0
2010,한국영화,소빅창업투자,유니온영상전문투자조합,2018-01-06,15000.0,5000.0
2010,방송통신,컴퍼니케이파트너스,컴퍼니케이파트너스 방송콘텐츠전문투자조합,2017-12-06,10000.0,5000.0
2010,일반,안강벤처투자,AKGI상생경제투자조합 1호,2017-11-21,15012.0,4500.0
2010,M&A,나우아이비캐피탈,나우일본테크놀로지 투자펀드1호,2017-11-10,30000.0,15000.0
2010,창업초기,비오케이창업투자 ,매그넘창업초기1호투자조합,2017-11-04,10000.0,7000.0
2010,창업초기,제이앤티인베스트먼트,제이앤티프론티어창업투자조합,2017-10-20,15000.0,7000.0
2010,창업초기,BSK인베스트먼트,BSK 포텐셜 1호 투자조합,2017-10-19,10000.0,7000.0
2010,신성장,프리미어파트너스,2010 KIF-프리미어 투자조합,2017-09-29,100000.0,8000.0
2010,문화산업,동문파트너즈,동문미디어콘텐츠&문화기술투자조합,2017-08-29,34000.0,12000.0
2010,일반,캡스톤파트너스,2010 KIF-캡스톤 IT 전문투자조합,2017-08-24,50000.0,5000.0
2010,일반,네오플럭스,2010 KIF-네오플럭스 IT 전문투자조합,2017-08-23,30000.0,3500.0
2010,신성장,네오플럭스,KoFC Neoplux Pioneer Champ 2010-7호투자조합,2017-07-08,63000.0,600.0
2010,신성장,보광창업투자,KoFC-보광 Pioneer Champ 2010-3호투자조합,2017-07-04,35000.0,8000.0
2010,M&A,에스브이인베스트먼트,에스브이M&A1호투자조합,2017-06-29,24920.0,8500.0
2010,신성장,한국투자파트너스,코에프씨-한투파이오니아챔프2010-1호벤처투자조합,2017-06-29,60000.0,10000.0
2010,CG/3D,소빅창업투자,유니온글로벌CG투자조합,2017-06-07,15000.0,7500.0
2010,창업초기,포스코기술투자,포스텍초기기업펀드,2017-05-18,10000.0,6500.0
2010,창업초기,엘앤에스벤처캐피탈,엘앤에스5호 Early Stage투자조합,2017-05-17,10000.0,7000.0
2010,드라마,윈브릿지캐피탈,대한민국 드라마 전문투자조합 1호,2015-09-09,18144.0,10500.0
2009,특허기술사업화,산은캐피탈,아이큐브투자조합1호,2019-12-22,24600.0,9000.0
2009,특허기술사업화,스카이레이크인베스트먼트,스카이레이크 제4호 0901 사모투자전문회사,2017-08-27,100000.0,20000.0
2009,문화산업,미시간벤처캐피탈,미시간글로벌컨텐츠투자조합3호,2017-05-06,15000.0,4500.0
2009,게임,지온인베스트먼트,지온콘텐츠펀드1호,2017-01-18,12000.0,4800.0
2009,신성장,에이치비인베스트먼트,튜브메가트랜드투자조합,2016-12-16,51000.0,20000.0
2009,해외진출,엠벤처투자,아시아퍼시픽벤처투자조합2호,2016-12-16,40860.75,16344.3
2009,M&A,LB인베스트먼트,LB 제미니 신성장펀드 16호,2016-12-07,93381.915,20031.0
2009,창업초기,우리인베스트먼트,보스톤인큐베이션투자조합,2016-12-07,10000.0,5000.0
2009,신성장,큐브벤처파트너스,큐브-MEGI 투자조합,2016-10-13,30000.0,15000.0
2009,창업초기,선명벤처캐피탈,선명 제1호 초기기업전문투자조합,2016-10-08,10000.0,7000.0
2009,창업초기,스톤브릿지벤처캐피탈,스톤브릿지초기기업전문투자조합,2016-09-29,11000.0,7000.0
2009,창업초기,동훈창업투자,동훈 초기기업전문 투자조합,2016-09-29,10000.0,7000.0
2009,신성장,유큐아이파트너스,UQIP 신성장동력 벤처조합 제1호,2016-08-24,20000.0,8000.0
2009,창업초기,우리기술투자,우리초기투자조합10호,2016-07-15,10000.0,7000.0
2009,창업초기,스마일게이트인베스트먼트,스마일게이트17호초기기업전문투자조합,2016-06-25,10000.0,7000.0
2009,창업초기,플래티넘기술투자,플래티넘START-UP펀드,2016-06-14,5000.0,3500.0
2009,창업초기,네오플럭스,NewWave 제5호 초기기업 전문투자조합,2016-03-29,12000.0,8400.0
2009,신성장,"중소기업은행, SK증권 ",글로벌소프트웨어기업육성 사모투자전문회사,2014-07-16,42000.0,3000.0
2009,M&A,인터베스트,인터베스트 신성장투자조합,2014-04-27,100000.0,15000.0
2008,특허기술사업화,아주IB투자,아주특허기술사업화 투자조합,2016-04-19,10000.0,4000.0
2008,공연예술,미시간벤처캐피탈,미시간글로벌컨텐츠투자조합2호,2016-03-03,12500.0,5000.0
2008,문화산업,우리인베스트먼트,보스톤글로벌영상콘텐츠투자조합,2016-02-12,31400.0,4400.0
2008,지방,삼호그린인베스트먼트,전남그린에너지펀드,2016-01-22,7600.0,3600.0
2008,게임,케이넷투자파트너스,케이넷문화콘텐츠전문투자조합,2015-11-23,50000.0,20000.0
2008,부품소재,기은캐피탈,IBKC 이노비즈-부품소재 투자조합 제1호,2015-11-19,12000.0,4800.0
2008,특허기술사업화,동훈창업투자,동훈특허기술사업화투자조합,2015-08-27,10000.0,4000.0
2007,창업초기,캡스톤파트너스,캡스톤초기전문투자조합,2015-02-04,35875.0,24000.0
2007,해외진출,엠벤처투자,엠차이나펀드1호,2015-01-10,42500.0,12750.0
2007,애니/캐릭터,스톤브릿지벤처캐피탈,스톤브릿지디지탈콘텐츠전문투자조합,2015-01-03,29000.0,11600.0
2007,해외진출,린드먼아시아창업투자,한중협력투자조합,2014-09-17,31194.24,9358.272
2007,특허기술사업화,우리인베스트먼트,보스톤특허기술사업화전문투자조합,2013-03-31,10000.0,4000.0
2006,해외진출,엠벤처투자,아시아퍼시픽벤처투자조합B,2014-09-28,28341.0,11346.6
2006,문화산업,미시간벤처캐피탈,미시간글로벌컨텐츠투자조합,2014-06-24,10000.0,3000.0
2006,문화산업,우리인베스트먼트,보스톤영상콘텐츠전문투자조합,2013-12-27,18700.0,5100.0
2005,바이오,인터베스트,인터베스트바이오전문투자조합(한국모태펀드05-01),2012-10-20,28000.0,6000.0
